data name,rate,origin shape,origin range,filtered shape,filtered range,expr min,expr max,end idx
10X390_3_matrix.h5,0.5702,"(3630, 19510)",3528.0,"(2070, 19510)",926.0,499,6987,57552709
10X385_1_matrix.h5,0.4751,"(7607, 20623)",3862.0,"(3614, 20623)",1094.0,549,7042,57556323
10X241_4_matrix.h5,0.1894,"(5876, 20452)",2601.0,"(1113, 20452)",460.0,532,8149,57557436
10X229_7_matrix.h5,0.0829,"(6343, 21086)",4815.0,"(526, 21086)",534.0,564,9530,57557962
10X277_7_matrix.h5,0.1003,"(6301, 20752)",3924.0,"(632, 20752)",456.0,645,8915,57558594
10X378_4_matrix.h5,1.0,"(1547, 15472)",190.0,"(1547, 15472)",190.0,200,1641,57560141
10X386_6_matrix.h5,0.8441,"(4149, 19738)",3611.0,"(3502, 19738)",681.0,557,8423,57563643
10X377_6_matrix.h5,0.4426,"(5122, 20252)",3967.0,"(2267, 20252)",1172.0,527,5972,57565910
10X391_3_matrix.h5,0.394,"(3119, 19662)",7631.0,"(1229, 19662)",742.0,593,7600,57567139
10X218_3_matrix.h5,0.5055,"(2455, 19375)",4026.0,"(1241, 19375)",556.0,650,8278,57568380
10X182_8_matrix.h5,0.1632,"(5031, 20387)",4363.0,"(821, 20387)",825.0,757,9991,57569201
10X225_2_matrix.h5,0.5704,"(5305, 19253)",1870.0,"(3026, 19253)",505.0,652,7823,57572227
10X217_6_matrix.h5,0.2422,"(6800, 20808)",4316.0,"(1647, 20808)",731.0,420,8579,57573874
10X382_5_matrix.h5,0.1716,"(5765, 20460)",2331.0,"(989, 20460)",395.0,452,7790,57574863
10X377_8_matrix.h5,0.6355,"(2431, 19104)",1756.0,"(1545, 19104)",482.0,704,6471,57576408
10X243_7_matrix.h5,0.7898,"(6119, 19614)",1459.0,"(4833, 19614)",516.0,580,7449,57581241
10X240_6_matrix.h5,0.1575,"(4966, 20479)",3374.0,"(782, 20479)",447.0,541,8403,57582023
10X248_3_matrix.h5,0.0933,"(4564, 20065)",3241.0,"(426, 20065)",589.0,653,8100,57582449
10X249_5_matrix.h5,0.0945,"(6051, 20787)",3306.0,"(572, 20787)",590.0,616,8870,57583021
10X215_5_matrix.h5,0.0933,"(5382, 20638)",5305.0,"(502, 20638)",647.0,439,9312,57583523
10X379_1_matrix.h5,0.8388,"(2090, 18475)",3104.0,"(1753, 18475)",1035.0,415,5471,57585276
10X241_8_matrix.h5,0.1546,"(5129, 20605)",4256.0,"(793, 20605)",582.0,459,9738,57586069
10X145_4_matrix.h5,0.0208,"(5759, 20707)",5357.0,"(120, 20707)",330.0,783,9841,57586189
10X329_8_matrix.h5,0.0861,"(4763, 20845)",4514.0,"(410, 20845)",840.0,625,9000,57586599
10X388_7_matrix.h5,0.9994,"(3611, 18474)",470.0,"(3609, 18474)",470.0,434,2595,57590208
10X384_3_matrix.h5,0.1633,"(4427, 20394)",2244.0,"(723, 20394)",381.0,622,8006,57590931
10X389_7_matrix.h5,0.9992,"(3532, 18352)",518.0,"(3529, 18352)",518.0,455,2942,57594460
10X225_1_matrix.h5,0.5158,"(4971, 19292)",1216.0,"(2564, 19292)",747.0,695,7113,57597024
10X354_4_matrix.h5,0.1046,"(6625, 20834)",2573.0,"(693, 20834)",450.0,599,8404,57597717
10X329_1_matrix.h5,0.1142,"(6707, 20841)",2260.0,"(766, 20841)",385.0,621,8247,57598483
10X349_6_matrix.h5,0.1243,"(6414, 20523)",2565.0,"(797, 20523)",404.0,628,8000,57599280
10X362_3_matrix.h5,0.1306,"(5643, 21103)",8835.0,"(737, 21103)",657.0,547,9112,57600017
10X360_1_matrix.h5,0.8771,"(2303, 18995)",1618.0,"(2020, 18995)",495.0,419,6127,57602037
10X248_1_matrix.h5,0.0675,"(9208, 20688)",3669.0,"(622, 20688)",582.0,704,8497,57602659
10X358_6_matrix.h5,0.169,"(6185, 20601)",3004.0,"(1045, 20601)",506.0,607,8641,57603704
10X172_6_matrix.h5,0.0542,"(5844, 21109)",5605.0,"(317, 21109)",437.0,599,11508,57604021
10X362_4_matrix.h5,0.1185,"(5274, 21182)",8629.0,"(625, 21182)",523.0,908,9431,57604646
10X204_8_matrix.h5,0.2479,"(7031, 21007)",7210.0,"(1743, 21007)",1073.0,432,10013,57606389
10X377_5_matrix.h5,0.4588,"(4900, 20194)",3303.0,"(2248, 20194)",1265.0,562,6306,57608637
10X193_4_matrix.h5,0.2637,"(5339, 20717)",7444.0,"(1408, 20717)",650.0,605,9606,57610045
10X174_8_matrix.h5,0.0992,"(5282, 20359)",3899.0,"(524, 20359)",667.0,659,8544,57610569
10X348_8_matrix.h5,0.142,"(5924, 20707)",1732.0,"(841, 20707)",380.0,629,7923,57611410
10X240_3_matrix.h5,0.1194,"(4530, 20434)",3491.0,"(541, 20434)",557.0,621,9461,57611951
10X276_4_matrix.h5,0.1574,"(4454, 20285)",3674.0,"(701, 20285)",453.0,517,8329,57612652
10X384_6_matrix.h5,0.1316,"(5085, 20474)",2876.0,"(669, 20474)",358.0,715,7764,57613321
10X229_5_matrix.h5,0.1345,"(5563, 20462)",5711.0,"(748, 20462)",647.0,735,9036,57614069
10X146_7_matrix.h5,0.0307,"(4458, 20868)",4421.0,"(137, 20868)",583.0,832,10366,57614206
10X205_6_matrix.h5,0.111,"(6804, 20970)",4023.0,"(755, 20970)",525.0,422,9677,57614961
10X386_4_matrix.h5,0.128,"(4546, 20443)",4479.0,"(582, 20443)",503.0,531,7800,57615543
10X329_6_matrix.h5,0.1152,"(6041, 20722)",2180.0,"(696, 20722)",338.0,753,7901,57616239
10X393_5_matrix.h5,0.7735,"(4269, 18679)",1830.0,"(3302, 18679)",457.0,625,9509,57619541
10X192_4_matrix.h5,0.2315,"(4077, 20777)",8179.0,"(944, 20777)",626.0,646,9987,57620485
10X355_1_matrix.h5,0.3194,"(5761, 20342)",2879.0,"(1840, 20342)",913.0,571,6833,57622325
10X391_7_matrix.h5,0.8168,"(5698, 19912)",6203.0,"(4654, 19912)",1450.0,418,8691,57626979
10X175_5_matrix.h5,0.1274,"(3815, 19445)",5974.0,"(486, 19445)",518.0,704,8894,57627465
10X389_6_matrix.h5,0.184,"(6895, 20786)",2663.0,"(1269, 20786)",500.0,552,8422,57628734
10X384_4_matrix.h5,0.1565,"(4842, 20454)",2200.0,"(758, 20454)",496.0,593,7925,57629492
10X215_7_matrix.h5,0.0785,"(7250, 20781)",4731.0,"(569, 20781)",463.0,582,9393,57630061
10X228_5_matrix.h5,0.0674,"(10168, 21160)",7891.0,"(685, 21160)",516.0,648,10505,57630746
10X418_7_matrix.h5,0.0805,"(435, 19229)",4520.0,"(35, 19229)",553.0,797,9676,57630781
10X354_6_matrix.h5,0.3089,"(5008, 20400)",3137.0,"(1547, 20400)",836.0,414,8715,57632328
10X193_1_matrix.h5,0.3107,"(4161, 20529)",8118.0,"(1293, 20529)",530.0,460,9984,57633621
10X389_1_matrix.h5,0.1567,"(5074, 20743)",7669.0,"(795, 20743)",1155.0,559,9019,57634416
10X160_5_matrix.h5,0.1032,"(7067, 20578)",2719.0,"(729, 20578)",288.0,715,8627,57635145
10X386_2_matrix.h5,0.6994,"(7188, 20541)",5083.0,"(5027, 20541)",839.0,547,7899,57640172
10X193_7_matrix.h5,0.2608,"(7815, 20874)",4727.0,"(2038, 20874)",756.0,704,9881,57642210
10X176_6_matrix.h5,0.5316,"(7291, 19595)",851.0,"(3876, 19595)",394.0,621,5385,57646086
10X269_1_matrix.h5,0.1283,"(6314, 20465)",4078.0,"(810, 20465)",746.0,559,8508,57646896
10X174_3_matrix.h5,0.0626,"(5928, 20980)",4768.0,"(371, 20980)",755.0,529,9969,57647267
10X361_5_matrix.h5,0.0991,"(5660, 20945)",2373.0,"(561, 20945)",333.0,855,8617,57647828
10X419_3_matrix.h5,0.2346,"(243, 18325)",8434.0,"(57, 18325)",621.0,754,9814,57647885
10X182_5_matrix.h5,0.0898,"(4687, 20610)",3522.0,"(421, 20610)",401.0,621,9715,57648306
10X216_1_matrix.h5,0.1005,"(4777, 20587)",4288.0,"(480, 20587)",458.0,716,9293,57648786
10X356_5_matrix.h5,0.1293,"(6048, 20619)",2440.0,"(782, 20619)",465.0,667,7917,57649568
10X146_4_matrix.h5,0.0221,"(6484, 21150)",3710.0,"(143, 21150)",446.0,763,11466,57649711
10X270_2_matrix.h5,0.1021,"(5732, 20371)",4030.0,"(585, 20371)",772.0,688,8673,57650296
10X217_7_matrix.h5,0.2824,"(6721, 20866)",7474.0,"(1898, 20866)",711.0,476,9509,57652194
10X355_2_matrix.h5,0.3355,"(6348, 20347)",2895.0,"(2130, 20347)",1200.0,579,6577,57654324
10X240_8_matrix.h5,0.1637,"(5210, 20534)",4002.0,"(853, 20534)",459.0,474,8685,57655177
10X388_5_matrix.h5,0.2336,"(3896, 20317)",3535.0,"(910, 20317)",685.0,500,8186,57656087
10X191_6_matrix.h5,0.0868,"(5186, 20140)",5326.0,"(450, 20140)",563.0,699,9156,57656537
10X145_5_matrix.h5,0.0468,"(5148, 20659)",4011.0,"(241, 20659)",693.0,615,9154,57656778
10X218_5_matrix.h5,0.6106,"(4790, 20607)",6242.0,"(2925, 20607)",519.0,662,9196,57659703
10X191_2_matrix.h5,0.3711,"(3980, 19865)",1852.0,"(1477, 19865)",706.0,419,7943,57661180
10X318_4_matrix.h5,0.0824,"(4420, 20066)",3310.0,"(364, 20066)",680.0,782,7573,57661544
10X194_7_matrix.h5,0.5438,"(7019, 20279)",4726.0,"(3817, 20279)",611.0,616,9701,57665361
10X318_2_matrix.h5,0.1378,"(5523, 20242)",2941.0,"(761, 20242)",386.0,489,8201,57666122
10X227_5_matrix.h5,0.1113,"(7895, 21165)",4837.0,"(879, 21165)",470.0,726,10004,57667001
10X204_4_matrix.h5,0.7357,"(5558, 20292)",8031.0,"(4089, 20292)",1950.0,440,9246,57671090
10X361_6_matrix.h5,0.1094,"(6332, 21022)",2734.0,"(693, 21022)",342.0,649,8994,57671783
10X329_3_matrix.h5,0.1478,"(5414, 20607)",2195.0,"(800, 20607)",522.0,643,7923,57672583
10X379_3_matrix.h5,0.3289,"(5604, 19965)",2937.0,"(1843, 19965)",784.0,608,6403,57674426
10X206_3_matrix.h5,0.412,"(7604, 20597)",5069.0,"(3133, 20597)",601.0,631,9419,57677559
10X383_4_matrix.h5,0.5299,"(3695, 19850)",3529.0,"(1958, 19850)",520.0,524,7334,57679517
10X376_5_matrix.h5,0.2475,"(4101, 20367)",6378.0,"(1015, 20367)",480.0,399,8334,57680532
10X358_7_matrix.h5,0.1287,"(3870, 20333)",2589.0,"(498, 20333)",435.0,687,8312,57681030
10X380_3_matrix.h5,0.7666,"(5078, 19385)",1683.0,"(3893, 19385)",829.0,610,5074,57684923
10X265_2_matrix.h5,0.0841,"(5483, 20724)",4185.0,"(461, 20724)",393.0,748,9424,57685384
10X330_8_matrix.h5,0.1573,"(6345, 20728)",3606.0,"(998, 20728)",587.0,406,7928,57686382
10X227_2_matrix.h5,0.2584,"(2403, 19475)",11618.0,"(621, 19475)",497.0,737,9147,57687003
10X194_5_matrix.h5,0.4409,"(7197, 20875)",7942.0,"(3173, 20875)",505.0,445,10301,57690176
10X378_6_matrix.h5,0.3051,"(7159, 20270)",3496.0,"(2184, 20270)",1680.0,624,6661,57692360
10X249_7_matrix.h5,0.0873,"(6139, 20794)",2898.0,"(536, 20794)",684.0,603,8220,57692896
10X215_6_matrix.h5,0.0772,"(5789, 20654)",5492.0,"(447, 20654)",489.0,671,9129,57693343
10X355_6_matrix.h5,0.1555,"(6494, 20596)",1995.0,"(1010, 20596)",672.0,417,7568,57694353
10X204_3_matrix.h5,0.7774,"(5468, 20169)",5209.0,"(4251, 20169)",1430.0,556,9152,57698604
10X375_6_matrix.h5,0.0814,"(5822, 20733)",6395.0,"(474, 20733)",685.0,418,9980,57699078
10X357_6_matrix.h5,0.1288,"(5914, 20177)",3370.0,"(762, 20177)",884.0,533,7142,57699840
10X173_7_matrix.h5,0.0553,"(5718, 20869)",6914.0,"(316, 20869)",481.0,704,10096,57700156
10X392_4_matrix.h5,0.1732,"(5041, 20805)",6370.0,"(873, 20805)",983.0,358,8958,57701029
10X264_2_matrix.h5,0.1717,"(7308, 20741)",3003.0,"(1255, 20741)",826.0,632,7351,57702284
10X192_6_matrix.h5,0.081,"(5753, 21237)",6511.0,"(466, 21237)",453.0,762,10487,57702750
10X248_4_matrix.h5,0.0952,"(4959, 20028)",3373.0,"(472, 20028)",633.0,672,7268,57703222
10X380_2_matrix.h5,0.7402,"(5181, 19637)",2219.0,"(3835, 19637)",1582.0,492,4584,57707057
10X277_4_matrix.h5,0.0938,"(5076, 20536)",3170.0,"(476, 20536)",559.0,671,8255,57707533
10X192_3_matrix.h5,0.2457,"(3703, 20706)",8514.0,"(910, 20706)",684.0,783,9887,57708443
10X384_2_matrix.h5,0.1316,"(5944, 20696)",2525.0,"(782, 20696)",467.0,447,8305,57709225
10X330_3_matrix.h5,0.122,"(4721, 20555)",3363.0,"(576, 20555)",784.0,320,8237,57709801
10X358_5_matrix.h5,0.1678,"(5949, 20548)",2928.0,"(998, 20548)",318.0,634,8776,57710799
10X236_2_matrix.h5,0.2183,"(7320, 20585)",5438.0,"(1598, 20585)",829.0,554,9520,57712397
10X203_8_matrix.h5,0.1187,"(7431, 20831)",4663.0,"(882, 20831)",557.0,430,9018,57713279
10X350_2_matrix.h5,0.9712,"(4138, 18395)",797.0,"(4019, 18395)",242.0,671,7606,57717298
10X219_5_matrix.h5,0.4376,"(5263, 19621)",1989.0,"(2303, 19621)",630.0,705,7471,57719601
10X176_4_matrix.h5,0.2446,"(4158, 19336)",1338.0,"(1017, 19336)",438.0,699,5332,57720618
10X222_7_matrix.h5,0.7606,"(7591, 19554)",1194.0,"(5774, 19554)",341.0,608,7643,57726392
10X359_3_matrix.h5,0.4045,"(8351, 20457)",2961.0,"(3378, 20457)",691.0,493,6091,57729770
10X359_6_matrix.h5,0.436,"(2805, 19740)",2516.0,"(1223, 19740)",754.0,571,6761,57730993
10X265_1_matrix.h5,0.0845,"(4520, 20642)",4868.0,"(382, 20642)",528.0,704,8931,57731375
